职业类型,职业名称,薪资,地址,资历,学历要求,职业类型,职业简介,公司名称,公司规模,公司类型,时间
需求分析工程师,需求分析工程师,8-12K,深圳,3-5年,本科,"项目管理
需求分析
PMP","岗位职责：
1、负责产品线的产品规划、设计和产品生命周期管理；
2、基于用户体验设计理念，结合用户需求和产品技术架构，完成产品/功能的概念设计和原型展示；
3、编写产品需求文档及功能定义，交付给开发和测试团队；
4、协同用户体验设计师完成视觉设计，用户界面（UI），交互设计等详细设计文档；
5、把握整个产品开发过程，降低上线风险，保证产品的正常运行；
6、跟踪上线产品的使用效果、用户反馈，收集和主动挖掘改进需求，根据业务需要持续改进产品，提升用户体验。
任职资格：
1、统招本科，计算机软件相关专业；
2、3年以上系统实施经验，或者2年以上需求分析工作经验，有产品经理工作经验优先考虑；
3、较强的需求理解、判断、引导、控制能力，可以将用户需求转换为IT需求；
4、熟悉需求分析过程以及方式方法，有敏捷开发项目背景尤佳；
5、具备较强的业务对象抽取或实体关系的设计能力，较强的需求规格编写能力，或具备较强的userstory编写能力；
6、较强的逻辑分析、文字表达、解说能力，善于沟通、协作；
7、熟练使用Axure工具及 Visio、MindManager等管理工具。",深圳中电投资,100-499人,进出口贸易,2024上半年
需求分析工程师,需求分析师,10-15K,东莞,经验不限,大专,"原型设计
需求管理
需求确认
需求挖掘
需求说明
软件需求分析","工作范围：
负责调研和收集用户需求，梳理业务流程和系统设计，完成需求规格说明书和原型设计；
负责估算项目的需求开发成本和周期，评估需求优先级；
与开发人员对接需求，负责开发过程中的需求把控，配合测试、BUG跟踪及现场实施；
任职要求
本科以上学历，计算机或通信相关专业毕业；
沟通表达能力良好，思维逻辑清晰，有较强的学习能力；
熟练使用Axure、Mockplus等工具;",长盈精密,10000人以上,原材料及加工/模具,2024上半年
需求分析工程师,电网数字化咨询顾问,5-8K,太原,5-10年,本科,"计算机/软件工程相关专业
软件需求分析管理经验","【岗位职责】
1、负责数字化创新成果推广应用常态支撑工作；
2、协助客户完成数字化创新成果凝练；
3、能够与客户进行深度沟通，准确把握客户的需求；
4、对客户咨询问题进行全面诊断及分析、参与编制相关方案；
5、完成项目经理交办的其他工作。
【任职要求】
1、计算机、自动化、电力相关专业，本科以上学历；
2、从事国家电网公司中台业务场景设计、咨询、需求调研等相关工作经验者优先；
3、具有良好的沟通、表达和书写能力，团队意识强，有良好的管理和协调能力；
4、具有较强的逻辑思维能力和抽象提炼能力，同时愿意接受变化和挑战；
5、善于学习新知识、应用新知识、善于语言表达与沟通、良好的人际关系处理能力；
6、具备梳理客户共性需求和对产品形态规划的能力，良好的客户和内部沟通能力。",北京谦润和,20-99人,计算机软件,2024上半年
需求分析工程师,软件需求分析工程师,7-12K·14薪,广州,1-3年,本科,"政府项目经验
软件需求分析管理经验
可适应出差","岗位职责
1、协助解决方案经理、技术经理完成工作，包括但不限于：需求调研、业务梳理、需求分析等；
2、协助输出需求范围说明书、系统原型设计、需求跟踪矩阵等文档；
3、跟进需求及协助完成需求变更的控制与管理。
岗位要求
1、信息系统与信息管理、计算机类、气象、水利水文、应急相关专业本科及以上学历。
2、思维清晰，具有强大的逻辑分析能力、业务梳理能力。
3、文字功底扎实，熟练使用WORD/PPT/EXCEL。
4、良好的沟通协调能力，可跨部门、跨团队协作，具备演示汇报能力。
加分项
有以下行业经验：计算机软件·计算机服务·互联网",数鹏通科技,100-499人,计算机软件,2024上半年
需求分析工程师,金融需求分析师,18-25K·13薪,北京,1-3年,本科,金融从业经验,"岗位要求：
1、负责软件需求调研、收集、分析和整理，并提炼出开发需求，负责编写需求规格说明书；
2、负责与UI设计团队合作形成界面原型；
3、负责向开发和测试团队宣导需求，配合系统测试案例编写、功能验收和用户手册编写
4、负责系统上线后生产问题的跟踪和处理
5、对软件需求进行管理，跟踪、控制需求变更，并对需求变更提出合理化建议；
6、负责与各业务、服务单位对于软件功能的探讨，及疑问解答；
7、项目功能介绍、项目说明书等技术文档撰写；
8、熟练使用Axure、Visio等原型设计常用工具；
9、熟悉金融业务数据（如wind、财汇资讯数据、TA数据、O32交易数据、FA估值数据等）；
10、能够编写金融算法模型。
任职资格:
1、本科及以上学历，计算机、金融、统计及相关专业；
2、具有3年以上需求分析工作经验;
3、具有良好文档的编写能力，良好的沟通表达能力；
4、能够熟练使用Axure，具有良好交互设计能力；
5、有证券从业资格证/CFA优先，有统计学背景优先。",恺域科技,100-499人,计算机软件,2024上半年
需求分析工程师,需求分析师,11-18K,南宁,3-5年,本科,软件需求分析管理经验,"岗位要求：
1、本科及以上学历，至少3年以上工作经历，经验丰富可适当放宽；
2、熟悉支付、风控、网贷或信贷业务，需具备相关金融行业信贷经验，有中大型软件项目的需求分析工作经验；
3、具有较强的沟通协调能力和文档编写能力；
4、能熟练使用AxureRP、Visio、Office、MindManager等分析设计工具；
岗位职责：
1、根据客户的业务需求，进行需求调研、分析客户的业务流程，引导和挖掘客户潜在业务需求；
2、与相关人员沟通分析需求的可行性、合理性，为相关人员提供需求改进意见；
3、按计划组织需求分析相关方进行需求评审，跟进需求评审意见，向客户方汇报并迭代修正需求；
4、组织需求讨论会，对需求分析文档进行评审，保证项目组人员、客户等对需求达成一致，没有歧义
5、针对开发人员进行需求讲解，对开发人员概要设计和详细设计提供业务支持、负责产品功能验收工作；
6、配合测试人员参与测试计划、测试用例、测试报告的编写、问题缺陷的发现及。
能出差
加分项
有以下行业经验：计算机服务·互联网",天阳科技,1000-9999人,计算机软件,2024上半年
需求分析工程师,需求分析师,9-14K,南宁,1-3年,本科,"Visio
Axure
计算机/软件工程相关专业
金融类系统","需求分析师
1、具有目标系统的同类系统需求分析经验或相关经验优先
2、逻辑思维清晰敏捷
3、具有较强的语言表达能力及沟通能力
4、 具有较强的文档策划和编写能力
5、 熟悉使用专业工具
本科：不少于3年金融类系统或同类系统项目经验
大专：不少于4年金融类系统或同类系统项目经验",睿服科技,1000-9999人,计算机软件,2024上半年
需求分析工程师,需求分析师,6-7K,上海,经验不限,学历不限,"需求调研
需求挖掘
需求验证
原型设计
需求管理
需求说明
需求确认
软件需求分析",根据产品规划或者项目要求，开展需求调研，完成调研报告和需求规格说明书，收集客户需求，良好的沟通,育晨科技,0-20人,计算机软件,2024上半年
需求分析工程师,需求分析师,40-60K·16薪,深圳,5-10年,本科,"计算机/软件工程相关专业
财务/金融相关专业
软件需求分析管理经验","业务技能要求：
1、5年以上财经数字化领域经验，成功主导过大型软件项目实施落地；
2、熟悉如下至少一个财务软件包（Oracle、SAP、Hyperion、MUREX、金蝶、用友等）；
3、有主导（产品架构设计、核心功能方案设计）财务领域SaaS化产品自研经验优先。
专业知识要求：
1、熟悉账务、税务、资金、风控、预算等至少一个领域知识；
2、了解企业架构管理、领域驱动设计等软件设计知识，熟悉需求分析方法论，具备产品化设计能力",华为,10000人以上,计算机软件,2024上半年
需求分析工程师,需求分析师,11-20K,深圳,3-5年,本科,"软件实施
技术管理
需求确认
软件需求分析
需求调研","岗位职责：
1、负责软件项目的需求调研、需求分析、业务测试；
2、负责软件项目的需求规格说明书、工作汇报、工作阶段性汇报等文档编写；
3、负责软件项目的软件实施导入、现场问题记录并汇报给上级协助解决、用户培训、业务操作等支持类工作；
4、负责协助项目前期的业务交流、解决方案编写等售前技术支持工作。
任职资格：
1、全日制大学本科以上学历，有3年以上的工作经验
2、拥有良好的沟通能力
3、熟悉软件项目整体建设流程，有一定项目管理能力优先；
4、熟悉操作UI原型 Axure、墨刀相关工具；
5、有良好的文档编写能力；
6、有软件系统实施相关经验、传统制造业相关经验、政府项目经验者优先。
加分项
有以下行业经验：计算机软件",isec,20-99人,计算机软件,2024上半年
需求分析工程师,需求分析工程师,10-15K,武汉,1-3年,本科,CAN、UDS协议,"岗位职责：
1.分析客户EPS软硬件，功能及非功能需求，指导客户梳理，完善功能需求，澄清非功能需求偏差项；
2.评估平台功能方案与客户功能需求偏差项，追溯客户痛点，与平台沟通，提供客户功能需求实现方案；
3.向软件开发工程师和测试工程师解释需求，确保工程师清晰和准确的理解需求；
4.负责项目资料的编写、收集、整理、归档；
5.有良好的学习能力，应对新知识能够快速学习吸收；
6.具备良好的沟通表达能力良好，思维逻辑清晰，有引导客户的能力；
7.有良好的学习能力，应对新知识能够快速学习吸收；
任职要求：
- 学历：本科及以上
- 专业：电子信息/计算机/软件/通信/
- 英语：CET4及以上
优先：
1. 了解Doors，RTC，PLM等工具,.熟练使用Xmind、Visio等需求分析软件，有软件需求分析经验和产品项目的需求分析基础优先。
2. 具有CAN 总线与诊断方面实际项目经验；
3. 汽车工业领域相关经验；
4. 熟悉ISO14229，ISO 15765， ISO 11898, J1939；
5.了解 AutoSAR 架构、ASPICE 和ISO26262 功能安全者优先考虑;
6.有ASPICE 流程的基础知识者优先考虑；
加分项
有以下行业经验：汽车研发/制造·汽车零部件",恒隆集团,1000-9999人,汽车零部件,2024上半年
